DietMatchesRecipe,AuthorId,RecipeId
True,1801155744C,39762
False,1801161324B,321646
False,1801163725A,18185
True,1801171025D,99156
True,1801180804A,35393
True,1801190285E,192349
False,1801194044B,12458
True,1801194044B,87563
False,1801194044B,91644
True,1801210708D,31901
False,1801214805C,25690
True,1801222665A,166364
True,1801224985A,92702
True,1801227906A,204133
False,1801229504B,139664
True,1801235064D,17398
True,1801240784D,189550
False,1801253D,15242
True,1801253D,72994
False,1801253D,141983
True,1801253D,144837
False,1801260925D,135622
False,1801260925D,19653
True,1801260925D,44085
False,1801260925D,37461
False,1801260925D,62658
True,1801260925D,32614
True,1801260925D,28025
False,1801260925D,4594
False,1801260925D,15668
True,1801260925D,28468
True,1801260925D,65568
True,1801262765D,107786
True,1801273006A,446915
True,1801290286B,39087
True,1801290985B,83464
True,1801299544A,18995
True,1801299544A,178900
True,1801300704B,110506
False,1801301224B,495970
False,1801319285B,387519
False,1801322124B,73274
False,1801330326D,7465
False,1801338146A,55173
False,1801347284C,42673
False,1801360105C,31717
True,1801368764D,36753
True,1801378946B,313060
False,1801380124D,57836
True,1801394484B,206217
True,1801399484E,76069
False,1801399484E,83865
False,1801399484E,121853
False,1801399484E,83880
False,1801399484E,22223
True,1801399484E,102301
True,1801399484E,11543
True,1801399484E,56118
False,1801411285E,19678
True,1801412484A,111734
True,1801412484A,115372
False,1801412484A,95222
False,1801412484A,5170
True,1801419884B,42071
False,1801419884B,87744
True,1801419884B,29252
False,1801428865C,161828
False,1801450704C,39380
False,1801450704C,340361
False,1801450704C,174298
True,1801484325E,14989
True,1801484328C,32844
True,1801503884C,165750
True,1801503884C,45940
True,1801539065D,316190
False,1801595704B,156655
True,1801595704B,112139
True,1801595704B,44497
True,1801603591B,412507
False,1801603591B,456847
False,1801603591B,434110
True,1801603591B,282464
True,1801603591B,188927
True,1801603591B,403964
False,1801603591B,159179
False,1801603591B,391888
False,1801603591B,503122
True,1801603591B,424424
False,1801603591B,364286
False,1801603591B,296743
True,1801603591B,276089
True,1801603591B,391602
True,1801603591B,200802
False,1801603591B,135341
False,1801603591B,317221
False,1801603591B,408336
True,1801603591B,464220
False,1801603591B,389965
True,1801603591B,432013
True,1801603591B,230341
False,1801603591B,427186
False,1801603591B,394244
False,1801603591B,429576
True,1801603591B,307295
True,1801603591B,10269
False,1801603591B,401198
True,1801603591B,424147
True,1801603591B,426948
True,1801603591B,249499
False,1801603591B,253362
False,1801603591B,410717
False,1801603591B,325157
True,1801603591B,408620
False,1801603591B,437639
False,1801618064B,37425
False,1801618064B,55517
False,1801618064B,9116
False,1801618064B,8466
False,1801618064B,55765
False,1801618064B,53670
True,1801642324D,44333
False,1801642324D,56468
True,1801644365B,384905
True,1801654044B,474084
False,1801664044E,32204
True,1801664804C,311250
True,1801670764D,47504
False,1801670764D,50767
True,1801670764D,124395
False,1801670764D,71109
False,1801696464A,63733
True,1801696804E,66596
False,1801703906E,19282
False,1801709045D,117811
False,1801709045D,112774
True,1801709045D,373672
False,1801709045D,265654
False,1801709045D,468849
False,1801709045D,480231
True,1801709045D,123299
False,1801709045D,134191
False,1801709045D,477490
False,1801709045D,370089
True,1801709045D,48333
True,1801709045D,74285
True,1801709045D,453523
False,1801709045D,483792
True,1801709045D,304504
False,1801709045D,112775
True,1801709045D,505968
False,1801709045D,142485
False,1801709045D,283592
True,1801709045D,146319
False,1801709045D,427635
True,1801709045D,11595
False,1801709045D,149317
False,1801709045D,283604
False,1801709045D,301877
True,1801709045D,147565
False,1801709045D,325804
True,1801709045D,256449
False,1801709045D,384391
True,1801709045D,409963
True,1801709045D,426114
False,1801709045D,165552
False,1801709045D,191181
False,1801709045D,428039
True,1801709045D,171623
False,1801709045D,467656
True,1801709045D,370667
True,1801709045D,27090
True,1801709045D,326242
False,1801709045D,171221
False,1801709045D,441847
True,1801709045D,157897
True,1801709045D,464104
False,1801709045D,419755
True,1801709045D,509672
True,1801709045D,130244
True,1801709045D,369823
False,1801709045D,486704
False,1801709045D,384800
False,1801709045D,287919
False,1801709045D,448966
True,1801709045D,356187
True,1801709045D,232965
False,1801709045D,309834
False,1801709045D,67133
True,1801709045D,489651
True,1801709045D,231275
False,1801709045D,423815
False,1801709045D,229441
True,1801709045D,200143
False,1801709045D,495990
False,1801709045D,486857
False,1801709045D,331819
False,1801709045D,48401
True,1801709045D,168539
False,1801709045D,491611
False,1801709045D,494736
True,1801709045D,377252
False,1801709045D,215081
False,1801709045D,397640
False,1801709045D,371154
True,1801709045D,161382
False,1801709045D,469586
False,1801709045D,94533
False,1801709045D,456761
False,1801709045D,380944
False,1801709045D,377248
False,1801709045D,95571
False,1801709045D,231338
False,1801709045D,465894
True,1801709045D,156770
False,1801709045D,355561
True,1801709045D,73469
False,1801709045D,503681
False,1801709045D,455090
False,1801709045D,162924
False,1801709045D,298474
True,1801709045D,442251
False,1801709045D,23373
False,1801709045D,440696
False,1801709045D,454103
False,1801709045D,39488
True,1801709045D,443041
False,1801711565E,9244
True,1801714267A,169727
True,1801720E,58802
True,1801720E,325565
True,1801724586B,184499
False,1801737244A,298401
True,1801742706B,107786
True,1801764087B,153343
True,1801767826A,37336
False,1801767826A,18286
True,1801767826A,31963
False,1801767826A,59339
True,1801767826A,40278
False,1801767826A,21935
False,1801767826A,61981
False,1801767826A,66855
False,1801767826A,64409
True,1801767826A,14561
True,1801767826A,29949
False,1801767826A,33710
False,1801767826A,27995
False,1801767826A,74135
True,1801767826A,19368
True,1801767826A,20094
False,1801767826A,15500
True,1801767826A,25052
True,1801767826A,69532
False,1801767826A,48162
True,1801767826A,9723
False,1801767826A,78531
True,1801767826A,20287
False,1801767826A,67749
True,1801767826A,16475
False,1801767826A,66396
True,1801767826A,22671
True,1801767826A,42704
False,1801767826A,17402
False,1801767826A,19135
False,1801767826A,63076
False,1801767826A,68470
False,1801767826A,19654
False,1801767826A,37908
True,1801767826A,32406
True,1801767826A,22684
False,1801767826A,23209
True,1801767826A,44347
True,1801767826A,66596
True,1801767826A,13434
False,1801767826A,30724
True,1801769364E,12761
True,1801769364E,7332
True,1801772985D,32123
True,1801787644B,264191
True,1801795884E,297856
False,1801796784A,7405
True,1801810506A,286003
True,1801811764B,268799
False,1801811764B,301569
True,1801818125D,150898
True,1801828085A,196602
True,1801829864B,447228
True,1801841764A,106633
False,1801852245B,19853
False,1801853386A,39097
True,1801862046C,106627
False,1801862046C,60818
False,1801862046C,107997
True,1801864424E,68706
False,1801885667B,103004
False,1801885667B,338874
True,1801885667B,381643
True,1801934107A,90032
True,180193C,2015
False,1801940589A,21872
False,1801940589A,191578
False,1801959804B,59560
True,1801966926B,10486
False,1801977566D,396272
False,1801993924C,342573
False,1802028886C,13759
False,1802028886C,191876
True,1802034605E,104393
False,1802041889E,493512
False,1802044186B,320293
True,1802060E,379635
True,1802073966A,28770
True,1802074264D,30217
False,180208C,345367
True,1802091324C,259741
False,1802096105E,58841
True,1802096105E,64412
False,1802096105E,97455
False,1802096105E,59940
True,1802109066B,518145
True,1802109066B,518069
False,1802115A,134854
False,1802119886A,5170
False,1802140688B,60278
True,1802143645B,58390
False,1802151564E,120937
False,1802151564E,119622
True,1802151564E,36652
True,1802151564E,134219
True,1802151564E,31480
True,1802155805A,135350
True,1802177645B,107786
True,1802183644B,4271
False,1802189424E,19994
True,1802201704C,50291
False,1802201704C,86682
True,1802201704C,46287
True,1802201704C,7678
False,1802201704C,153831
False,1802201704C,191119
False,1802201704C,17123
False,1802201704C,32204
False,1802201704C,145573
False,1802201704C,108697
False,1802217124D,67625
True,1802222087B,11345
False,1802224248D,4627
True,1802224844D,50719
False,1802227049B,58
True,1802260404A,524062
True,1802272024B,71186
False,1802289260D,190335
False,1802289260D,69917
True,1802289260D,363830
True,1802289260D,118105
True,1802289260D,71876
True,1802289260D,172138
True,1802289260D,64829
False,1802289260D,125515
False,1802289260D,10344
False,1802289260D,277086
False,1802291784E,247394
False,1802294646D,332323
True,1802298886E,318283
True,1802305584A,83085
False,1802317184E,331489
False,1802319664D,102208
False,180232E,31639
True,180232E,131844
False,180232E,124703
True,180232E,53878
False,180232E,93119
True,1802342765B,143690
False,1802356558E,27208
False,1802356558E,34688
True,1802357626A,91816
False,1802358063A,116266
True,1802358717B,32646
True,1802359362C,256417
False,1802360353E,151829
False,1802360353E,64015
True,1802360353E,276361
False,1802360353E,69063
False,1802360353E,159253
False,1802360353E,325218
True,1802360353E,305974
False,1802360353E,92016
True,1802360353E,105594
False,1802360353E,27940
False,1802360353E,133821
True,1802360353E,175888
True,1802360353E,285471
True,1802360353E,406346
False,1802360353E,17518
True,1802360353E,103215
False,1802360353E,8596
False,1802360353E,129598
False,1802360353E,12967
True,1802360353E,278221
False,1802360353E,30949
True,1802360353E,347506
True,1802360353E,386478
True,1802360353E,53892
False,1802360353E,155047
True,1802360353E,105726
False,1802360353E,158453
True,1802360353E,27144
False,1802360353E,218794
False,1802360353E,17270
False,1802360353E,374987
True,1802360353E,16733
False,1802360353E,34716
True,1802360353E,8754
True,1802360353E,473988
True,1802360353E,21363
True,1802360353E,42825
False,1802360353E,102597
False,1802360353E,241166
True,1802360353E,267571
False,1802360353E,48606
False,1802360353E,59601
True,1802360353E,409492
False,1802360353E,108298
False,1802360353E,227912
True,1802360353E,348602
True,1802360353E,59917
True,1802360353E,77417
False,1802360353E,218480
True,1802360353E,416414
True,1802360353E,25768
False,1802360353E,135894
True,1802360353E,44321
True,1802360892D,59965
False,1802362525B,217139
False,1802367377B,144136
True,1802367377B,194803
True,1802367377B,413510
False,1802370055B,3596
True,1802373213D,64834
True,1802374495C,43100
False,1802376736A,45352
True,1802377054A,14625
True,1802380439A,206942
True,1802381644B,239831
False,1802383973B,96563
True,1802384808E,180733
False,1802384968D,179813
False,1802384968D,11475
False,1802384968D,28483
True,1802384968D,109764
True,1802386602A,206246
True,1802389023A,17976
False,1802389023A,94516
True,1802389023A,31632
False,1802389023A,36105
False,1802389023A,145201
True,1802389023A,112673
False,1802389023A,595
True,1802389023A,227927
False,1802389023A,99103
False,1802389023A,356719
False,1802389236B,317541
False,1802390882E,8489
True,1802391163C,13610
True,1802391163C,61735
True,1802391163C,55582
True,1802391382E,53845
True,1802391549A,49125
False,1802393059E,263265
False,1802394442A,132645
True,1802396905A,83268
True,1802397197D,495134
False,1802397768B,152948
True,1802399261A,42697
True,1802399737A,300198
True,1802399737A,33671
True,1802399983E,16244
True,1802401260E,259942
True,1802401347C,4218
True,1802401990C,2509
True,1802402977D,28148
False,1802402977D,186256
True,1802405387C,122423
True,1802413215D,71373
True,1802413215D,257240
False,1802415103A,368600
False,1802415103A,99737
False,1802415103A,15914
False,1802415103A,42536
False,1802415103A,345287
False,1802415103A,199216
True,1802415103A,8689
True,1802415103A,25052
True,1802419460B,108402
False,1802419460B,188981
True,1802419460B,53010
False,1802419460B,98244
False,1802419460B,90816
True,1802419460B,47121
True,1802419460B,59636
False,1802419460B,76759
True,1802419460B,120467
True,1802420110B,309788
True,1802421257E,443758
False,1802422579E,495401
True,1802422885D,230218
True,1802423740C,47935
False,1802425282D,27210
True,1802425282D,37506
True,1802428494D,55768
False,1802430637C,132756
True,1802430637C,333618
False,1802431697C,140836
True,1802431729B,166401
False,1802431795B,292007
True,1802432282A,26671
False,1802432848C,10137
True,1802433989B,148007
True,1802434193E,11420
True,1802435616B,59635
True,1802436577A,60330
True,1802436728B,80882
False,1802436983C,106345
False,1802436983C,32844
False,1802436983C,120444
False,1802436983C,89207
False,1802436983C,55604
False,1802437791E,38199
True,1802437791E,28667
True,1802438216B,392595
True,1802438803B,31750
False,1802438803B,34534
False,1802438803B,19003
True,1802438803B,232875
True,1802438803B,19091
False,1802438803B,51329
False,1802438844A,171560
False,180243C,33910
False,180243C,68491
False,180243C,40000
False,1802440909E,70165
False,1802441391E,2886
False,1802441492E,181281
True,1802442150A,48140
True,1802442212A,63002
True,1802442582A,414
False,1802442592B,104884
False,1802442792A,128956
False,1802442792A,263924
True,1802442792A,238648
True,1802442792A,64138
True,1802442968D,62875
False,1802442968D,337063
False,1802443690D,132971
True,1802443794E,295619
False,1802443794E,83701
True,1802444757A,200729
True,1802446325A,25768
False,1802448086D,14499
True,1802451575C,69038
False,1802451677D,128566
True,1802452184A,221312
True,1802452913D,356751
False,1802452932D,223477
True,1802453806E,357354
True,1802454159A,89065
True,1802454904A,146140
True,1802454927C,45990
False,1802456771D,367000
False,1802456771D,36810
True,1802456771D,250961
True,1802456771D,182549
False,1802456771D,213402
True,1802456771D,238213
False,1802456771D,265274
True,1802456771D,27733
True,1802456771D,237400
False,1802456771D,134301
False,1802456771D,84247
False,1802456771D,167126
False,1802456771D,256153
True,1802456771D,41701
True,1802456771D,249175
False,1802456771D,63761
False,1802456771D,430866
True,1802456771D,108681
False,1802456771D,97589
False,1802456771D,32783
True,1802456934E,90924
True,1802457259A,97496
False,1802458589C,39363
True,1802458666A,126279
True,1802458702E,152424
True,1802458702E,31782
True,1802459338D,21688
True,1802459916E,37006
False,1802460624C,66218
True,1802460624C,28148
False,1802460624C,120
False,1802460624C,73103
True,1802460624C,81116
False,1802460624C,221023
True,1802460624C,258679
False,1802461074B,85539
True,1802461576D,101476
True,1802461576D,15816
True,1802462374C,84474
True,1802462811C,22349
True,1802464945B,121044
True,1802466338E,121267
True,1802466803C,15411
True,1802467118C,221238
False,1802468183E,182907
True,1802468366C,73440
True,1802468582C,191925
True,1802468810A,66768
False,1802468968A,113292
False,1802468968A,297960
False,180246D,190410
False,180246D,168078
True,180246D,136550
False,180246D,353282
False,180246D,25885
False,180246D,141122
False,180246D,205642
False,180246D,204217
True,180246D,101937
False,180246D,129971
True,180246D,164568
False,180246D,29730
False,180246D,163429
False,180246D,206231
True,180246D,116331
True,180246D,130078
False,180246D,133272
True,180246D,76157
False,180246D,107183
True,180246D,227257
True,180246D,146049
False,180246D,167311
True,1802471124C,140150
True,1802477072B,90771
True,1802477119A,4395
True,1802477679E,216778
False,1802477845D,113299
False,1802477845D,292952
True,1802477845D,183940
True,1802477845D,130874
True,1802477845D,20376
False,1802477845D,105013
True,1802477845D,67733
True,1802477845D,196352
False,1802477845D,114743
True,1802477845D,41658
False,1802477845D,62205
True,1802477845D,265240
True,1802477845D,263699
False,1802477845D,123622
False,1802477845D,68404
True,1802477845D,136815
True,1802477845D,101476
False,1802477845D,12260
False,1802477845D,48346
False,1802477845D,28943
True,1802477845D,291170
False,1802477845D,164074
True,1802477845D,26111
True,1802477845D,28937
True,1802477845D,57011
True,1802477845D,142063
False,1802477845D,32331
True,1802477845D,322807
True,1802478249E,39345
False,1802480644D,26370
True,1802480644D,309502
False,1802480644D,177955
True,1802481561E,225571
True,1802483728D,271296
False,1802483728D,43509
True,1802483728D,127879
False,1802483728D,77825
True,1802485794C,86192
False,1802485984E,107570
False,1802485984E,223679
False,1802485984E,256110
False,1802485984E,100683
False,1802485984E,268074
False,1802485984E,27208
False,1802485984E,270855
True,1802485984E,269686
True,1802485984E,137766
True,1802486378C,312469
True,1802487121D,114933
True,1802488601D,88580
True,1802489833B,25456
True,1802491605E,361414
True,1802491633E,13285
True,1802492180C,76874
False,1802492180C,145866
False,1802492180C,118966
True,1802492181B,13011
True,1802494869B,33322
True,1802495636B,44487
True,1802495870C,221743
False,1802496812E,335066
False,1802498966D,12784
True,1802499423B,72681
False,1802499526A,148440
True,1802499526A,10744
False,1802499689A,189726
True,1802500633B,249993
False,1802501525C,49444
True,1802501525C,604
False,1802501525C,496506
True,1802501525C,186435
False,1802502810E,270331
True,1802502916A,70953
True,1802502916A,141485
True,1802503650E,407640
True,1802503750B,10614
False,1802503885A,61187
True,1802504234B,110548
True,1802504624C,44893
True,1802504624C,26775
False,1802508143B,76491
True,1802509332D,6463
True,1802509594E,425891
True,1802510119E,304719
False,1802510379B,18058
False,1802510477A,200296
False,1802510477A,285900
False,1802510477A,54677
False,1802510477A,22338
True,1802510477A,318803
False,1802510477A,121897
True,1802510477A,125633
True,1802510477A,84038
True,1802510477A,27508
False,1802510477A,27361
False,1802510477A,215250
True,1802510477A,110224
False,1802510477A,110026
False,1802510477A,28288
False,1802510477A,86710
False,1802510477A,455975
False,1802510477A,113914
False,1802510477A,40372
False,1802510477A,13108
False,1802510477A,154660
True,1802510477A,41104
True,1802510477A,74928
False,1802510477A,41463
False,1802510477A,80469
False,1802510477A,38746
False,1802510477A,77397
True,1802510477A,73440
False,1802510477A,10838
False,1802510477A,152259
True,1802510477A,212727
False,1802510477A,31972
False,1802510477A,64635
True,1802510477A,62994
True,1802510477A,177558
False,1802510477A,186800
True,1802510477A,44321
False,1802510477A,155480
False,1802510477A,2496
False,1802511391A,250496
True,1802511391A,43186
False,1802511391A,9954
False,1802511391A,28980
False,1802511391A,12458
True,1802511391A,43100
False,1802512666B,252929
True,1802512666B,178997
True,1802512894B,154956
False,1802512894B,38460
True,1802513540B,74022
False,1802513563E,99888
False,1802513595E,117531
False,1802515890A,238539
True,1802517862C,63244
True,1802518615B,251235
False,1802519938C,102888
True,1802519938C,193577
False,1802524540D,280193
True,1802524754C,23997
True,1802526227E,148266
False,1802526227E,183699
True,1802526227E,135350
False,1802526227E,13546
True,1802526227E,112472
True,1802526946C,167188
True,1802526946C,57397
True,1802526946C,139612
True,1802530252C,275998
False,1802530494C,23532
False,1802530494C,63785
True,1802531050E,14331
False,1802531917E,141843
False,1802531917E,16883
False,1802531917E,76491
True,1802534204A,55111
False,1802534204A,319206
True,1802534204A,382231
False,1802534204A,184601
True,1802534204A,246584
False,1802534204A,31634
False,1802534204A,182144
True,1802534204A,144035
False,1802534204A,215171
False,1802534204A,174761
True,1802534204A,234866
False,1802534204A,143495
True,1802534204A,134185
True,1802534204A,174746
False,1802534204A,135349
False,1802534204A,318313
False,1802534204A,188134
True,1802534204A,221790
False,1802534204A,318264
False,1802534204A,264155
True,1802534204A,173573
True,1802534204A,222749
False,1802534204A,140772
True,1802534204A,232918
True,1802534204A,169915
False,1802534204A,51281
True,1802534204A,193486
False,1802534204A,131020
False,1802534204A,135159
True,1802534204A,274987
True,1802534204A,112421
False,1802534204A,132359
True,1802534204A,240888
False,1802534204A,170083
True,1802534204A,87323
False,1802534204A,124036
False,1802534204A,173432
False,1802534204A,104031
False,1802534958D,411501
True,1802534974C,61823
False,1802535279D,137642
True,1802536124C,266529
True,1802536580E,87925
True,1802536580E,59895
False,1802537157E,55102
False,1802537603D,276034
True,1802541088C,116839
True,1802541088C,269870
True,1802541088C,343204
False,1802541489D,102351
True,1802541559C,26337
True,1802541796B,42972
True,1802543719C,358687
True,1802544092A,136990
False,1802544616E,10832
True,1802544805B,96925
True,1802545116E,67256
True,1802546507C,360214
True,1802548788D,65641
False,1802548788D,11619
False,1802549968B,71360
False,1802550616D,203280
True,1802551182C,53406
False,1802552721C,180805
True,1802552777C,89204
True,1802552777C,266248
False,1802552781E,26319
True,1802552781E,202790
True,1802552781E,10210
False,1802552805B,53016
False,1802552805B,82826
False,1802552805B,58309
True,1802553790C,37916
True,1802555248B,216599
False,1802556968A,115624
False,1802556968A,8782
False,1802556968A,12192
False,1802556968A,102718
True,1802556968A,49387
False,1802556968A,105512
True,1802556968A,26824
False,1802556968A,45940
False,1802556968A,50789
True,1802556968A,143640
False,1802556968A,243328
True,1802556968A,108467
False,1802556968A,90513
False,1802556968A,326516
True,1802556968A,34110
True,1802556968A,151022
False,1802556968A,26210
False,1802556968A,53822
True,1802556968A,159996
True,1802556968A,108401
False,1802556968A,91798
False,1802556968A,147275
False,1802556968A,39488
False,1802556968A,16999
True,1802556968A,47875
True,1802556968A,3860
False,1802556968A,107365
False,1802556968A,232433
False,1802556968A,49177
False,1802556968A,23123
True,1802556968A,17823
True,1802556968A,91420
False,1802556968A,278090
False,1802556968A,51521
True,1802556968A,60560
True,1802556968A,110689
False,1802556968A,26569
False,1802556968A,120981
True,1802556968A,126292
False,1802557766B,50453
False,1802557766B,5194
True,1802558247A,145405
False,1802561448E,8513
False,1802561553B,84612
True,1802562017A,517863
False,1802562044D,54257
True,1802562114B,35828
False,1802562986B,187362
True,1802565718D,28934
True,1802566219D,135272
True,1802566546B,4478
True,1802567752B,18914
False,1802567752B,25632
False,1802567752B,110548
False,1802567752B,127961
True,1802567752B,22280
False,1802567752B,247934
False,1802567752B,98867
True,1802567752B,66575
False,1802567752B,95222
False,1802567752B,56
False,1802567752B,56251
True,1802567752B,233154
True,1802568414A,129507
True,1802572328A,36336
True,1802572328A,60443
True,1802576025C,236077
False,1802576483D,250787
True,1802576927A,110234
False,1802578256C,395891
True,1802578256C,180517
True,1802579575C,103215
True,1802579667E,114848
False,1802579667E,105719
True,1802579667E,106850
True,1802579667E,69173
True,1802579667E,52035
False,1802579667E,29692
False,1802579667E,101104
True,1802579695B,268057
True,1802581206B,7678
True,1802582086C,424845
False,1802582564A,4312
True,1802585383E,171426
True,1802585409B,259704
True,1802586027C,36042
True,1802588505D,197138
False,1802589374C,63712
False,1802589374C,202521
False,1802590267B,11389
True,1802590778A,57642
True,1802590955D,35813
False,1802593173C,50719
True,1802593173C,150863
False,1802593173C,313526
True,1802594503E,77745
False,1802594503E,102403
False,1802594764B,153095
False,1802595715E,33170
False,1802595715E,59462
False,1802595715E,59772
True,1802595974B,264097
False,1802595B,65011
False,1802597031D,32204
False,1802597031D,8594
True,1802597031D,74716
True,1802597031D,22691
False,1802597847B,332403
False,1802597847B,73488
True,1802597847B,251431
False,1802597968A,45809
False,1802598201E,18157
False,1802599159A,2886
True,1802600532C,306262
False,1802601008A,2886
True,1802601211B,220605
True,1802601211B,69630
True,1802602575A,98966
True,1802602671A,276175
True,1802602891D,79132
False,1802602891D,75106
True,1802603279A,111231
False,1802603279A,191946
False,1802603279A,30472
False,1802603279A,433068
True,1802603279A,150739
False,1802603279A,267743
False,1802603279A,497363
False,1802603279A,204731
True,1802603279A,310833
False,1802603279A,378795
True,1802603279A,137530
False,1802603279A,343184
False,1802603279A,306687
False,1802603279A,197036
True,1802603457D,318957
True,1802607523C,30406
True,1802607523C,17888
False,1802608922A,36604
False,1802609272D,230521
True,1802609359E,156280
True,1802611916E,52253
True,1802611916E,121586
False,1802612388B,191274
False,1802614408A,332323
False,1802615112A,97023
False,1802615112A,48241
False,1802615112A,36438
False,1802615112A,51952
True,1802615112A,43737
True,1802615229B,318406
True,1802615506A,31806
True,1802616660A,107786
False,1802617547D,76198
False,1802619111D,157069
True,1802619111D,111777
False,1802619111D,51199
False,1802619111D,67186
False,1802619111D,105357
True,1802619976B,64880
True,1802620054A,307000
False,1802620153D,15194
False,1802620228D,341002
False,1802620333B,103790
True,1802620333B,82583
True,1802620689B,164706
True,1802621351C,384111
True,1802621351C,383872
True,1802621351C,39618
False,1802621351C,93906
True,1802621351C,157304
True,1802621351C,359292
False,1802621351C,373619
False,1802621351C,292970
True,1802621351C,229901
True,1802621351C,37258
True,1802621351C,82077
True,1802621351C,124200
False,1802621351C,33170
False,1802621351C,506601
True,1802621351C,124687
True,1802621351C,63787
False,1802621351C,36561
True,1802621351C,108306
True,1802621351C,343044
False,1802621351C,369943
False,1802621351C,372680
True,1802621351C,373598
False,1802621351C,155983
False,1802621351C,24306
True,1802621351C,335241
True,1802621351C,302690
True,1802621351C,17126
True,1802621351C,228781
True,1802621351C,373711
True,1802621351C,386531
True,1802621351C,413122
True,1802621351C,147473
False,1802621351C,30773
False,1802621351C,302321
True,1802621351C,48957
False,1802621351C,203499
True,1802621351C,52321
False,1802621351C,26370
True,1802622315C,20755
True,1802623652E,25770
True,1802623652E,41897
False,1802624940D,10852
False,1802625261A,20245
True,1802625723C,73062
False,1802625723C,108769
True,1802625767E,321309
False,1802625829D,398072
False,1802625937D,122028
False,1802626065A,28648
True,1802627854E,302120
True,1802628038D,105281
True,1802628210C,210685
False,1802628210C,102024
True,1802628210C,110382
True,1802628210C,60404
False,1802628210C,216540
False,1802628210C,256588
True,1802628210C,80536
False,1802628210C,69842
True,1802628210C,59083
False,1802628210C,32783
False,1802628210C,133821
True,1802628210C,132651
True,1802628210C,137724
True,1802628210C,123494
True,1802628210C,21859
False,1802628210C,131993
True,1802628210C,33105
False,1802628210C,201022
False,1802628210C,277465
False,1802628210C,141000
False,1802629093B,280216
True,1802629499B,496755
False,1802629499B,496709
False,1802629594D,152337
True,1802630534B,92196
False,1802630534B,123762
True,1802631931D,59108
True,1802632995C,93511
True,1802633866B,105545
True,1802633880C,118148
False,1802633880C,25625
True,1802633880C,264107
False,1802633880C,185675
False,1802633880C,158292
True,1802633880C,79253
True,1802634511C,129926
False,1802635125E,178756
False,1802635125E,29935
True,1802635125E,12564
True,1802635240E,54752
False,1802635280C,67405
False,1802635898A,12591
True,1802636110D,99476
True,1802636110D,43990
True,1802636806C,121853
True,1802636A,76930
True,1802636A,31958
True,1802636A,216669
False,1802636A,216737
False,1802636A,158671
True,1802637328C,1356
True,1802638433B,118080
True,1802638682B,514892
False,1802640270C,115153
True,1802640497E,3384
True,1802642315E,485847
False,1802642438E,4608
False,1802642599D,173719
True,1802642599D,187030
False,1802642599D,65056
False,1802642599D,27735
False,1802642599D,78563
False,1802642599D,132397
True,1802642599D,186188
False,1802642599D,109454
False,1802642599D,33869
False,1802642599D,203275
False,1802642599D,82641
False,1802642599D,152336
False,1802642599D,133915
False,1802642599D,103547
False,1802643174C,8374
True,1802643211D,18219
True,1802643237E,198310
True,1802643278A,137726
True,1802643730A,8770
False,1802644692C,54257
True,1802645673E,380657
True,1802646215D,110229
False,1802646216B,53405
False,1802646216B,124103
True,1802647346B,145165
True,1802647346B,102073
True,1802647346B,43200
False,1802647346B,49113
True,1802647346B,73061
True,1802647346B,46012
False,1802647904D,67256
True,1802648352D,535581
True,1802648499A,59635
False,1802648499A,102297
False,1802648499A,83205
False,1802648499A,4981
False,1802648499A,34623
False,1802648499A,64635
False,1802648499A,95456
False,1802648499A,116195
True,1802648499A,74225
False,1802648499A,30579
False,1802648499A,14025
True,1802648499A,147440
False,1802648499A,40553
True,1802648499A,29329
False,1802648499A,37581
False,1802648499A,136678
True,1802648499A,66648
True,1802649258E,412158
False,1802649342D,63100
False,1802649599B,144172
True,1802649741B,105102
False,1802649741B,97294
True,1802649741B,88804
True,1802649741B,197244
False,1802649741B,72025
True,1802649741B,193100
True,1802649741B,14593
True,1802649741B,234153
False,1802649741B,97961
False,1802649741B,239834
False,1802649741B,32062
True,1802649741B,81097
False,1802649741B,56546
False,1802649741B,115954
True,1802649741B,10837
False,1802649741B,82925
False,1802649741B,34576
False,1802649741B,179864
False,1802649741B,53491
True,1802649741B,30832
True,1802649741B,48210
False,1802649741B,121231
False,1802649741B,250365
False,1802649741B,267390
False,1802649741B,10009
True,1802649741B,33016
True,1802649741B,114825
False,1802649741B,84777
False,1802649741B,22782
False,1802649741B,294495
False,1802649741B,54715
False,1802649741B,439198
True,1802649741B,137575
False,1802649741B,150879
True,1802649741B,35156
False,1802649741B,27600
False,1802649741B,39166
False,1802649741B,2988
False,1802649741B,64092
False,1802649741B,176306
True,1802649741B,123957
True,1802649741B,20915
False,1802649741B,29965
False,1802649741B,70620
False,1802649741B,47266
True,1802649741B,111563
False,1802649741B,271
True,1802649741B,44997
False,1802649741B,71243
True,1802649741B,129690
False,1802649741B,47179
False,1802649741B,140241
True,1802649741B,44036
True,1802649741B,372184
True,1802649741B,96044
False,1802649741B,98009
False,1802649741B,8650
True,1802649741B,70390
True,1802649741B,47594
False,1802649741B,21247
True,1802649741B,104732
False,1802649741B,67063
False,1802649741B,139986
False,1802649741B,277280
False,1802649741B,184443
False,1802649741B,30651
False,1802649741B,81429
True,1802649741B,49806
False,1802649741B,79606
True,1802649741B,55855
False,1802649741B,77611
False,1802649741B,90859
True,1802649741B,227998
True,1802649741B,50498
False,1802649741B,14220
False,1802649741B,69445
